Team_Flag_Src,Score_A,Score_B,Period,Time,Player,Action_Description,Total_Seconds,Number,Team_side,Team,quarter,subst_flag,time_elapsed,X_2_j_A,X_3_j_A,X_5_j_A,X_8_j_A,X_9_j_A,X_22_j_A,X_23_j_A,X_24_j_A,X_40_j_A,X_99_j_A,X_0_j_B,X_5_j_B,X_7_j_B,X_8_j_B,X_11_j_B,X_14_j_B,X_15_j_B,X_16_j_B,X_34_j_B,X_44_j_B,game_code,X_0_j_A,X_1_j_A,X_7_j_A,X_10_j_A,X_14_j_A,X_27_j_A,X_6_j_B,X_37_j_B,X_6_j_A,X_11_j_A,X_15_j_A,X_16_j_A,X_37_j_A,X_44_j_A,X_3_j_B,X_10_j_B,X_22_j_B,X_28_j_B,X_55_j_B,X_34_j_A,X_9_j_B,X_20_j_B,X_23_j_B,X_27_j_B,X_30_j_B,X_31_j_B,X_77_j_B
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_67.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_67--competition_208796,11,0,Q1,07:01,Kostas Papanikolaou,steal,2221,16.0,A,GRE,1,0,7.0,,,0,1.0,,,,,,,,,0,0.0,,,0,,,,121111,1.0,,0.0,,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_618.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_618--competition_208796,11,0,Q1,07:01,Luka Doncic,turnover; ball handling,2221,77.0,B,SLO,1,0,0.0,,,0,1.0,,,,,,,,,0,0.0,,,0,,,,121111,1.0,,0.0,,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_67.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_67--competition_208796,13,0,Q1,06:56,Thomas Walkup,layup made,2216,0.0,A,GRE,1,0,5.0,,,0,1.0,,,,,,,,,0,0.0,,,0,,,,121111,1.0,,0.0,,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_67.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_67--competition_208796,13,0,Q1,06:56,Nick Calathes,made the assist,2216,8.0,A,GRE,1,0,0.0,,,0,1.0,,,,,,,,,0,0.0,,,0,,,,121111,1.0,,0.0,,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_618.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_618--competition_208796,13,2,Q1,06:44,Luka Doncic,2pt driving layup made,2204,77.0,B,SLO,1,0,12.0,,,0,1.0,,,,,,,,,0,0.0,,,0,,,,121111,1.0,,0.0,,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_67.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_67--competition_208796,13,2,Q1,06:28,Giannis Antetokounmpo,2pt driving layup missed,2188,34.0,A,GRE,1,0,16.0,,,0,1.0,,,,,,,,,0,0.0,,,0,,,,121111,1.0,,0.0,,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_618.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_618--competition_208796,13,2,Q1,06:28,Zoran Dragic,defensive rebound,2188,30.0,B,SLO,1,0,0.0,,,0,1.0,,,,,,,,,0,0.0,,,0,,,,121111,1.0,,0.0,,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_67.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_67--competition_208796,13,2,Q1,06:24,Nick Calathes,personal foul,2184,8.0,A,GRE,1,0,4.0,,,0,1.0,,,,,,,,,0,0.0,,,0,,,,121111,1.0,,0.0,,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_618.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_618--competition_208796,13,2,Q1,06:24,Zoran Dragic,foul drawn,2184,30.0,B,SLO,1,0,0.0,,,0,1.0,,,,,,,,,0,0.0,,,0,,,,121111,1.0,,0.0,,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_618.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_618--competition_208796,13,2,Q1,06:24,Zoran Dragic,Substitution out,2184,30.0,B,SLO,1,1,0.0,,,0,1.0,,,,,,,,,0,0.0,,,0,,,,121111,1.0,,0.0,,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
