Team_Flag_Src,Score_A,Score_B,Period,Time,Player,Action_Description,Total_Seconds,Number,Team_side,Team,quarter,subst_flag,time_elapsed,X_0_j_A,X_5_j_A,X_7_j_A,X_8_j_A,X_11_j_A,X_14_j_A,X_16_j_A,X_34_j_A,X_44_j_A,X_0_j_B,X_1_j_B,X_2_j_B,X_4_j_B,X_7_j_B,X_8_j_B,X_9_j_B,X_13_j_B,X_19_j_B,X_24_j_B,X_92_j_B
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,7,16,Q1,05:26,Dwight Powell,2nd of 2 free throws made,2126,7,B,CAN,1,0,0.0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,7,16,Q1,05:25,Dwight Powell,Substitution out,2125,7,B,CAN,1,1,1.0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,7,16,Q1,05:25,Trey Lyles,Substitution in,2125,8,B,CAN,1,2,0.0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_67.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_67--competition_208722,7,16,Q1,05:03,Nick Calathes,turnover; ball handling,2103,8,A,GRE,1,0,22.0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,7,16,Q1,05:03,Dillon Brooks,steal,2103,24,B,CAN,1,0,0.0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,7,19,Q1,04:55,Shai Gilgeous-Alexander,3pt step back jump shot made,2095,2,B,CAN,1,0,8.0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_67.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_67--competition_208722,7,19,Q1,04:54,,Timeout,2094,,,,1,0,1.0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_67.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_67--competition_208722,9,19,Q1,04:32,Giannis Antetokounmpo,2pt driving layup made,2072,34,A,GRE,1,0,22.0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,9,22,Q1,04:16,Shai Gilgeous-Alexander,made the assist,2056,2,B,CAN,1,0,16.0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,9,22,Q1,04:16,RJ Barrett,3pt jump shot made,2056,9,B,CAN,1,0,0.0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0
