Quarter,Clock,Player,Team,Action,TeamLineup,OpponentLineup,TimeTogether,Points,OPPpoints,FGA,OPPFGA,FTA,OPPFTA,oREB,OPPoREB,dREB,OPPdREB,TOV,OPPTOV
Q2,9:20,Gerson Goncalves,ANG,foul drawn,Bruno Fernando | Eduardo Francisco | Gerson Domingos | Gerson Goncalves | João Fernandes | Silvio De Sousa,Alessandro Pajola | Giampaolo Ricci | Luca Severini | Luigi Datome | Matteo Spagnolo,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,9:20,Gabriele Procida,ITA,Substitution in,Bruno Fernando | Eduardo Francisco | Gerson Domingos | Gerson Goncalves | João Fernandes | Silvio De Sousa,Alessandro Pajola | Gabriele Procida | Giampaolo Ricci | Luca Severini | Luigi Datome | Matteo Spagnolo,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,9:20,Luigi Datome,ITA,Substitution out,Bruno Fernando | Eduardo Francisco | Gerson Domingos | Gerson Goncalves | João Fernandes | Silvio De Sousa,Alessandro Pajola | Gabriele Procida | Giampaolo Ricci | Luca Severini | Matteo Spagnolo,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,9:09,Gerson Domingos,ANG,2pt driving layup made,Bruno Fernando | Eduardo Francisco | Gerson Domingos | Gerson Goncalves | João Fernandes | Silvio De Sousa,Alessandro Pajola | Gabriele Procida | Giampaolo Ricci | Luca Severini | Matteo Spagnolo,11.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,8:42,,ANG,team defensive rebound,Bruno Fernando | Eduardo Francisco | Gerson Domingos | Gerson Goncalves | João Fernandes | Silvio De Sousa,Alessandro Pajola | Gabriele Procida | Giampaolo Ricci | Luca Severini | Matteo Spagnolo,27.0,0,0,0,0,0,0,0,0,1,0,0,0
Q2,8:42,Alessandro Pajola,ITA,3pt jump shot from center missed,Bruno Fernando | Eduardo Francisco | Gerson Domingos | Gerson Goncalves | João Fernandes | Silvio De Sousa,Alessandro Pajola | Gabriele Procida | Giampaolo Ricci | Luca Severini | Matteo Spagnolo,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,8:40,Alessandro Pajola,ITA,Substitution out,Bruno Fernando | Eduardo Francisco | Gerson Domingos | Gerson Goncalves | João Fernandes | Silvio De Sousa,Gabriele Procida | Giampaolo Ricci | Luca Severini | Matteo Spagnolo,2.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,8:40,Stefano Tonut,ITA,Substitution in,Bruno Fernando | Eduardo Francisco | Gerson Domingos | Gerson Goncalves | João Fernandes | Silvio De Sousa,Gabriele Procida | Giampaolo Ricci | Luca Severini | Matteo Spagnolo | Stefano Tonut,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,8:27,Gerson Domingos,ANG,made the assist,Bruno Fernando | Eduardo Francisco | Gerson Domingos | Gerson Goncalves | João Fernandes | Silvio De Sousa,Gabriele Procida | Giampaolo Ricci | Luca Severini | Matteo Spagnolo | Stefano Tonut,13.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,8:27,Bruno Fernando,ANG,2pt floating jump shot made,Bruno Fernando | Eduardo Francisco | Gerson Domingos | Gerson Goncalves | João Fernandes | Silvio De Sousa,Gabriele Procida | Giampaolo Ricci | Luca Severini | Matteo Spagnolo | Stefano Tonut,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,8:10,Luca Severini,ITA,offensive rebound,Bruno Fernando | Eduardo Francisco | Gerson Domingos | Gerson Goncalves | João Fernandes | Silvio De Sousa,Gabriele Procida | Giampaolo Ricci | Luca Severini | Matteo Spagnolo | Stefano Tonut,17.0,0,0,0,0,0,0,0,1,0,0,0,0
Q2,8:10,Giampaolo Ricci,ITA,3pt jump shot missed,Bruno Fernando | Eduardo Francisco | Gerson Domingos | Gerson Goncalves | João Fernandes | Silvio De Sousa,Gabriele Procida | Giampaolo Ricci | Luca Severini | Matteo Spagnolo | Stefano Tonut,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,8:02,Eduardo Francisco,ANG,defensive rebound,Bruno Fernando | Eduardo Francisco | Gerson Domingos | Gerson Goncalves | João Fernandes | Silvio De Sousa,Gabriele Procida | Giampaolo Ricci | Luca Severini | Matteo Spagnolo | Stefano Tonut,8.0,0,0,0,0,0,0,0,0,1,0,0,0
Q2,8:02,Luca Severini,ITA,3pt jump shot missed,Bruno Fernando | Eduardo Francisco | Gerson Domingos | Gerson Goncalves | João Fernandes | Silvio De Sousa,Gabriele Procida | Giampaolo Ricci | Luca Severini | Matteo Spagnolo | Stefano Tonut,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,7:42,Gerson Goncalves,ANG,2pt step back jump shot missed,Bruno Fernando | Eduardo Francisco | Gerson Domingos | Gerson Goncalves | João Fernandes | Silvio De Sousa,Gabriele Procida | Giampaolo Ricci | Luca Severini | Matteo Spagnolo | Stefano Tonut,20.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,7:42,Luca Severini,ITA,defensive rebound,Bruno Fernando | Eduardo Francisco | Gerson Domingos | Gerson Goncalves | João Fernandes | Silvio De Sousa,Gabriele Procida | Giampaolo Ricci | Luca Severini | Matteo Spagnolo | Stefano Tonut,0.0,0,0,0,0,0,0,0,0,0,1,0,0
Q2,7:41,Luca Severini,ITA,foul drawn,Bruno Fernando | Eduardo Francisco | Gerson Domingos | Gerson Goncalves | João Fernandes | Silvio De Sousa,Gabriele Procida | Giampaolo Ricci | Luca Severini | Matteo Spagnolo | Stefano Tonut,1.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,7:41,João Fernandes,ANG,personal foul,Bruno Fernando | Eduardo Francisco | Gerson Domingos | Gerson Goncalves | João Fernandes | Silvio De Sousa,Gabriele Procida | Giampaolo Ricci | Luca Severini | Matteo Spagnolo | Stefano Tonut,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,7:41,Nicolo Melli,ITA,Substitution in,Bruno Fernando | Eduardo Francisco | Gerson Domingos | Gerson Goncalves | João Fernandes | Silvio De Sousa,Gabriele Procida | Giampaolo Ricci | Luca Severini | Matteo Spagnolo | Nicolo Melli | Stefano Tonut,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,7:41,Gabriele Procida,ITA,Substitution out,Bruno Fernando | Eduardo Francisco | Gerson Domingos | Gerson Goncalves | João Fernandes | Silvio De Sousa,Giampaolo Ricci | Luca Severini | Matteo Spagnolo | Nicolo Melli | Stefano Tonut,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,7:41,Marco Spissu,ITA,Substitution in,Bruno Fernando | Eduardo Francisco | Gerson Domingos | Gerson Goncalves | João Fernandes | Silvio De Sousa,Giampaolo Ricci | Luca Severini | Marco Spissu | Matteo Spagnolo | Nicolo Melli | Stefano Tonut,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,7:41,Matteo Spagnolo,ITA,Substitution out,Bruno Fernando | Eduardo Francisco | Gerson Domingos | Gerson Goncalves | João Fernandes | Silvio De Sousa,Giampaolo Ricci | Luca Severini | Marco Spissu | Nicolo Melli | Stefano Tonut,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,7:41,Kevin Kokila,ANG,Substitution in,Bruno Fernando | Eduardo Francisco | Gerson Domingos | Gerson Goncalves | João Fernandes | Kevin Kokila | Silvio De Sousa,Giampaolo Ricci | Luca Severini | Marco Spissu | Nicolo Melli | Stefano Tonut,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,7:41,João Fernandes,ANG,Substitution out,Bruno Fernando | Eduardo Francisco | Gerson Domingos | Gerson Goncalves | Kevin Kokila | Silvio De Sousa,Giampaolo Ricci | Luca Severini | Marco Spissu | Nicolo Melli | Stefano Tonut,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,7:41,Childe Dundao,ANG,Substitution in,Bruno Fernando | Childe Dundao | Eduardo Francisco | Gerson Domingos | Gerson Goncalves | Kevin Kokila | Silvio De Sousa,Giampaolo Ricci | Luca Severini | Marco Spissu | Nicolo Melli | Stefano Tonut,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,7:41,Gerson Domingos,ANG,Substitution out,Bruno Fernando | Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa,Giampaolo Ricci | Luca Severini | Marco Spissu | Nicolo Melli | Stefano Tonut,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,7:41,Simone Fontecchio,ITA,Substitution in,Bruno Fernando | Childe Dundao | Eduardo Francisco | Gerson GoncalvesQ2,7:24,Simone Fontecchio,ITA,3pt jump shot missed,Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa,Giampaolo Ricci | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,7:12,Marco Spissu,ITA,personal foul,Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa,Giampaolo Ricci | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,12.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,7:12,Childe Dundao,ANG,foul drawn,Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa,Giampaolo Ricci | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,7:12,Childe Dundao,ANG,offensive rebound,Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa,Giampaolo Ricci | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,0.0,0,0,0,0,0,0,1,0,0,0,0,0
Q2,7:12,Gerson Goncalves,ANG,3pt jump shot missed,Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa,Giampaolo Ricci | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,6:59,Gerson Goncalves,ANG,3pt step back jump shot missed,Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa,Giampaolo Ricci | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,13.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,6:59,Bruno Fernando,ANG,offensive rebound,Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa,Giampaolo Ricci | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,0.0,0,0,0,0,0,0,1,0,0,0,0,0
Q2,6:50,Bruno Fernando,ANG,dunk made,Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa,Giampaolo Ricci | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,9.0,2,-2,1,0,0,0,0,0,0,0,0,0
Q2,6:39,Gerson Goncalves,ANG,personal foul; 2 free throws awarded,Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa,Giampaolo Ricci | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,11.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,6:39,Stefano Tonut,ITA,foul drawn,Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa,Giampaolo Ricci | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,6:39,Stefano Tonut,ITA,1st of 2 free throws made,Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa,Giampaolo Ricci | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,0.0,-1,1,0,0,0,1,0,0,0,0,0,0
Q2,6:39,Stefano Tonut,ITA,2nd of 2 free throws made,Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa,Giampaolo Ricci | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,0.0,-1,1,0,0,0,1,0,0,0,0,0,0
Q2,6:26,Bruno Fernando,ANG,dunk made,Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa,Giampaolo Ricci | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,13.0,2,-2,1,0,0,0,0,0,0,0,0,0
Q2,6:25,Achille Polonara,ITA,Substitution in,Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa,Achille Polonara | Giampaolo Ricci | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,1.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,6:25,Giampaolo Ricci,ITA,Substitution out,Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,6:20,,ITA,Timeout,Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,5.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,6:05,Stefano Tonut,ITA,2pt driving layup made,Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,15.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,5:40,Childe Dundao,ANG,3pt jump shot made,Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,25.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,5:24,Stefano Tonut,ITA,foul drawn,Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,16.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,5:24,Bruno Fernando,ANG,personal foul; 2 free throws awarded,Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,5:24,Stefano Tonut,ITA,1st of 2 free throws made,Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,0.0,-1,1,0,0,0,1,0,0,0,0,0,0
Q2,5:24,Marco Spissu,ITA,made the assist,Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,5:24,Stefano Tonut,ITA,2nd of 2 free throws made,Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,0.0,-1,1,0,0,0,1,0,0,0,0,0,0
Q2,5:08,Kevin Kokila,ANG,offensive rebound,Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,16.0,0,0,0,0,0,0,1,0,0,0,0,0
Q2,5:08,Bruno Fernando,ANG,3pt jump shot missed,Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,4:54,Gerson Goncalves,ANG,made the assist,Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,14.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,4:54,Childe Dundao,ANG,3pt jump shot made,Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,4:54,Silvio De Sousa,ANG,Substitution in,Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,0.0,0,0,0,0,0,0,0,0,0,0,0,0
 Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,16.0,0,0,0,0,0,0,1,0,0,0,0,0
Q2,5:08,Bruno Fernando,ANG,3pt jump shot missed,Bruno Fernando | Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,4:54,Gerson Goncalves,ANG,made the assist,Bruno Fernando | Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,14.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,4:54,Childe Dundao,ANG,3pt jump shot made,Bruno Fernando | Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,4:54,Silvio De Sousa,ANG,Substitution in,Bruno Fernando | Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,4:54,Bruno Fernando,ANG,Substitution out,Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,4:33,Marco Spissu,ITA,foul drawn,Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,21.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,4:33,Silvio De Sousa,ANG,personal foul,Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,4:27,Simone Fontecchio,ITA,2pt driving layup made,Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,6.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,4:05,Gerson Goncalves,ANG,3pt jump shot missed,Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,22.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,4:05,Marco Spissu,ITA,defensive rebound,Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,0.0,0,0,0,0,0,0,0,0,0,1,0,0
Q2,3:56,Marco Spissu,ITA,3pt jump shot missed,Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,9.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,3:56,Achille Polonara,ITA,offensive rebound,Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,0.0,0,0,0,0,0,0,0,1,0,0,0,0
Q2,3:51,Eduardo Francisco,ANG,defensive rebound,Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,5.0,0,0,0,0,0,0,0,0,1,0,0,0
Q2,3:51,Achille Polonara,ITA,layup missed,Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,0.0,0,0,0,1,0,0,0,0,0,0,0,0
Q2,3:45,Childe Dundao,ANG,turnover; bad pass,Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,6.0,0,0,0,0,0,0,0,0,0,0,1,0
Q2,3:45,Achille Polonara,ITA,steal,Childe Dundao | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,3:40,Dimitri Maconda,ANG,Substitution in,Childe Dundao | Dimitri Maconda | Eduardo Francisco | Gerson Goncalves | Kevin Kokila | Silvio De Sousa | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,5.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,3:40,Gerson Goncalves,ANG,Substitution out,Childe Dundao | Dimitri Maconda | Eduardo Francisco | Kevin Kokila | Silvio De Sousa | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,3:36,Dimitri Maconda,ANG,personal foul; 2 free throws awarded,Childe Dundao | Dimitri Maconda | Eduardo Francisco | Kevin Kokila | Silvio De Sousa | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,4.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,3:36,Achille Polonara,ITA,foul drawn,Childe Dundao | Dimitri Maconda | Eduardo Francisco | Kevin Kokila | Silvio De Sousa | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,3:36,Achille Polonara,ITA,1st of 2 free throws made,Childe Dundao | Dimitri Maconda | Eduardo Francisco | Kevin Kokila | Silvio De Sousa | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,0.0,-1,1,0,0,0,1,0,0,0,0,0,0
Q2,3:36,Simone Fontecchio,ITA,made the assist,Childe Dundao | Dimitri Maconda | Eduardo Francisco | Kevin Kokila | Silvio De Sousa | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,3:36,Achille Polonara,ITA,2nd of 2 free throws made,Childe Dundao | Dimitri Maconda | Eduardo Francisco | Kevin Kokila | Silvio De Sousa | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,0.0,-1,1,0,0,0,1,0,0,0,0,0,0
Q2,3:16,Childe Dundao,ANG,made the assist,Childe Dundao | Dimitri Maconda | Eduardo Francisco | Kevin Kokila | Silvio De Sousa | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,20.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,3:16,Eduardo Francisco,ANG,layup made,Childe Dundao | Dimitri Maconda | Eduardo Francisco | Kevin Kokila | Silvio De Sousa | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,0.0,2,-2,1,0,0,0,0,0,0,0,0,0
Q2,3:09,Simone Fontecchio,ITA,2pt driving layup made,Childe Dundao | Dimitri Maconda | Eduardo Francisco | Kevin Kokila | Silvio De Sousa | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,7.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,3:09,Nicolo Melli,ITA,made the assist,Childe Dundao | Dimitri Maconda | Eduardo Francisco | Kevin Kokila | Silvio De Sousa | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,2:51,Childe Dundao,ANG,2pt driving layup missed,Childe Dundao | Dimitri Maconda | Eduardo Francisco | Kevin Kokila | Silvio De Sousa | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,18.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,2:50,,ITA,team defensive rebound,Childe Dundao | Dimitri Maconda | Eduardo Francisco | Kevin Kokila | Silvio De Sousa | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,1.0,0,0,0,0,0,0,0,0,0,1,0,0
Q2,2:50,Antonio Monteiro,ANG,Substitution in,Antonio Monteiro | Childe Dundao | Dimitri Maconda | Eduardo Francisco | Kevin Kokila | Silvio De Sousa | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,2:50,Eduardo Francisco,ANG,Substitution out,Antonio Monteiro | Childe Dundao | Dimitri Maconda | Kevin Kokila | Silvio De Sousa | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,2:35,Silvio De Sousa,ANG,defensive rebound,Antonio Monteiro | Childe Dundao | Dimitri Maconda | Kevin Kokila | Silvio De Sousa | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,15.0,0,0,0,0,0,0,0,0,1,0,0,0
Q2,2:35,Simone Fontecchio,ITA,3pt jump shot from center missed,Antonio Monteiro | Childe Dundao | Dimitri Maconda | Kevin Kokila | Silvio De Sousa | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Q2,2:29,Antonio Monteiro,ANG,3pt jump shot missed,Antonio Monteiro | Childe Dundao | Dimitri Maconda | Kevin Kokila | Silvio De Sousa | Silvio De Sousa,Achille Polonara | Marco Spissu | Nicolo Melli | Simone Fontecchio | Stefano Tonut,6.0,0,0,0,0,0,0,0,0,0,0,0,0
