Team_Flag_Src,Score_A,Score_B,Period,Time,Player,Action_Description,Total_Seconds,Number,Team_side,Team,quarter,subst_flag,time_elapsed,X_0_j_A,X_1_j_A,X_2_j_A,X_4_j_A,X_7_j_A,X_8_j_A,X_9_j_A,X_13_j_A,X_19_j_A,X_24_j_A,X_92_j_A,X_1_j_B,X_3_j_B,X_5_j_B,X_6_j_B,X_11_j_B,X_13_j_B,X_15_j_B,X_17_j_B,X_22_j_B,X_26_j_B
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_16.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_16--competition_208722,23,24,Q1,01:26,Josh Giddey,made the assist,1886,3,B,AUS,1,0,0.0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,26,24,Q1,01:14,Jamal Murray,3pt step back jump shot made,1874,4,A,CAN,1,0,12.0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_16.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_16--competition_208722,26,24,Q1,00:56,Josh Giddey,2pt turnaround jump shot missed,1856,3,B,AUS,1,0,18.0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_16.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_16--competition_208722,26,24,Q1,00:56,Jock Landale,offensive rebound,1856,13,B,AUS,1,0,0.0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_16.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_16--competition_208722,26,26,Q1,00:50,Jock Landale,2pt hook shot made,1850,13,B,AUS,1,0,6.0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,26,26,Q1,00:39,Trey Lyles,3pt jump shot missed,1839,8,A,CAN,1,0,11.0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,26,26,Q1,00:39,Dwight Powell,offensive rebound,1839,7,A,CAN,1,0,0.0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,26,26,Q1,00:32,Nickeil Alexander-Walker,2pt floating jump shot missed,1832,1,A,CAN,1,0,7.0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_16.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_16--competition_208722,26,26,Q1,00:32,Nick Kay,defensive rebound,1832,15,B,AUS,1,0,0.0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_16.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_16--competition_208722,26,28,Q1,00:22,Dyson Daniels,2pt turnaround jump shot made,1822,1,B,AUS,1,0,10.0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,26,28,Q1,00:02,Andrew Nembhard,2pt jump shot missed,1802,19,A,CAN,1,0,20.0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_16.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_16--competition_208722,26,28,Q1,00:02,Dyson Daniels,blocked the shot,1802,1,B,AUS,1,0,0.0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_16.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_16--competition_208722,26,28,Q1,00:02,Josh Giddey,defensive rebound,1802,3,B,AUS,1,0,0.0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0
,2,2,Q1,00:00,,End of quarter,1800,,,,1,0,2.0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_16.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_16--competition_208722,26,28,Q2,10:00,,jump ball situation; throw-in,1800,,,,2,0,0.0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_16.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_16--competition_208722,26,31,Q2,09:39,Josh Giddey,3pt step back jump shot made,1779,3,B,AUS,2,0,21.0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,26,31,Q2,09:16,Jamal Murray,3pt step back jump shot missed,1756,4,A,CAN,2,0,23.0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_16.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_16--competition_208722,26,31,Q2,09:16,Jock Landale,defensive rebound,1756,13,B,AUS,2,0,0.0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_16.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_16--competition_208722,26,31,Q2,08:59,Jock Landale,offensive rebound,1739,13,B,AUS,2,0,17.0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_16.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_16--competition_208722,26,31,Q2,08:59,Patty Mills,2pt pullup jump shot missed,1739,5,B,AUS,2,0,0.0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,26,31,Q2,08:51,Andrew Nembhard,defensive rebound,1731,19,A,CAN,2,0,8.0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_16.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_16--competition_208722,26,31,Q2,08:51,Nick Kay,3pt jump shot missed,1731,15,B,AUS,2,0,0.0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,28,31,Q2,08:40,Shai Gilgeous-Alexander,2pt turnaround jump shot made,1720,2,A,CAN,2,0,11.0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_16.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_16--competition_208722,28,31,Q2,08:21,Nick Kay,3pt jump shot missed,1701,15,B,AUS,2,0,19.0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_16.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_16--competition_208722,28,31,Q2,08:21,Jock Landale,offensive rebound,1701,13,B,AUS,2,0,0.0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,28,31,Q2,08:19,Kelly Olynyk,personal foul,1699,13,A,CAN,2,0,2.0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_16.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_16--competition_208722,28,31,Q2,08:19,Jock Landale,foul drawn,1699,13,B,AUS,2,0,0.0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,28,31,Q2,08:19,Andrew Nembhard,Substitution out,1699,19,A,CAN,2,1,0.0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,28,31,Q2,08:19,Luguentz Dort,Substitution in,1699,0,A,CAN,2,2,0.0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,28,31,Q2,08:11,Jamal Murray,defensive rebound,1691,4,A,CAN,2,0,8.0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_16.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_16--competition_208722,28,31,Q2,08:11,Patty Mills,3pt jump shot missed,1691,5,B,AUS,2,0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,30,31,Q2,08:01,Luguentz Dort,foul drawn,1681,0,A,CAN,2,0,10.0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,30,31,Q2,08:01,Jamal Murray,made the assist,1681,4,A,CAN,2,0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,30,31,Q2,08:01,Luguentz Dort,2pt driving layup made,1681,0,A,CAN,2,0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_16.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_16--competition_208722,30,31,Q2,08:01,Josh Giddey,personal foul; 1 free throw awarded,1681,3,B,AUS,2,0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,31,31,Q2,08:01,Luguentz Dort,1st free throw made,1681,0,A,CAN,2,0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_16.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_16--competition_208722,31,31,Q2,07:51,Nick Kay,turnover; bad pass,1671,15,B,AUS,2,0,10.0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,33,31,Q2,07:30,Shai Gilgeous-Alexander,2pt jump shot made,1650,2,A,CAN,2,0,21.0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,33,31,Q2,07:06,Dwight Powell,defensive rebound,1626,7,A,CAN,2,0,24.0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_16.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_16--competition_208722,33,31,Q2,07:06,Dyson Daniels,3pt step back jump shot missed,1626,1,B,AUS,2,0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,33,31,Q2,06:55,Jamal Murray,3pt jump shot missed,1615,4,A,CAN,2,0,11.0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_16.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_16--competition_208722,33,31,Q2,06:55,Jock Landale,defensive rebound,1615,13,B,AUS,2,0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_16.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_16--competition_208722,33,31,Q2,06:53,,Timeout,1613,,,,2,0,2.0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,33,31,Q2,06:53,Kelly Olynyk,personal foul,1613,13,A,CAN,2,0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_16.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_16--competition_208722,33,31,Q2,06:53,Jock Landale,foul drawn,1613,13,B,AUS,2,0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,33,31,Q2,06:53,Jamal Murray,Substitution out,1613,4,A,CAN,2,1,0.0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,33,31,Q2,06:53,RJ Barrett,Substitution in,1613,9,A,CAN,2,2,0.0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_16.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_16--competition_208722,33,33,Q2,06:40,Nick Kay,dunk made,1600,15,B,AUS,2,0,13.0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_16.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_16--competition_208722,33,33,Q2,06:40,Patty Mills,made the assist,1600,5,B,AUS,2,0,0.0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,33,33,Q2,06:24,Shai Gilgeous-Alexander,turnover; travelling,1584,2,A,CAN,2,0,16.0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_16.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_16--competition_208722,33,33,Q2,06:24,Josh Giddey,Substitution out,1584,3,B,AUS,2,1,0.0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_16.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_16--competition_208722,33,33,Q2,06:24,Jock Landale,Substitution out,1584,13,B,AUS,2,1,0.0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_16.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_16--competition_208722,33,33,Q2,06:24,Dante Exum,Substitution in,1584,11,B,AUS,2,2,0.0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_16.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_16--competition_208722,33,33,Q2,06:24,Duop Reath,Substitution in,1584,26,B,AUS,2,2,0.0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,33,33,Q2,06:15,Dwight Powell,defensive rebound,1575,7,A,CAN,2,0,9.0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_16.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_16--competition_208722,33,33,Q2,06:15,Nick Kay,2pt floating jump shot missed,1575,15,B,AUS,2,0,0.0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,35,33,Q2,06:07,RJ Barrett,2pt jump shot made,1567,9,A,CAN,2,0,8.0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,35,33,Q2,06:07,Luguentz Dort,made the assist,1567,0,A,CAN,2,0,0.0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,35,33,Q2,05:52,RJ Barrett,steal,1552,9,A,CAN,2,0,15.0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_16.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_16--competition_208722,35,33,Q2,05:52,Duop Reath,turnover; ball handling,1552,26,B,AUS,2,0,0.0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,35,33,Q2,05:50,RJ Barrett,turnover; bad pass,1550,9,A,CAN,2,0,2.0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_16.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_16--competition_208722,35,33,Q2,05:50,Dyson Daniels,steal,1550,1,B,AUS,2,0,0.0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_16.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_16--competition_208722,35,35,Q2,05:46,Dyson Daniels,made the assist,1546,1,B,AUS,2,0,4.0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_16.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_16--competition_208722,35,35,Q2,05:46,Duop Reath,dunk made,1546,26,B,AUS,2,0,0.0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,35,35,Q2,05:27,Kelly Olynyk,2pt pullup jump shot missed,1527,13,A,CAN,2,0,19.0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_16.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_16--competition_208722,35,35,Q2,05:27,Dante Exum,defensive rebound,1527,11,B,AUS,2,0,0.0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,35,37,Q2,05:18,,Timeout,1518,,,,2,0,9.0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_16.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_16--competition_208722,35,37,Q2,05:18,Dante Exum,2pt driving layup made,1518,11,B,AUS,2,0,0.0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,35,37,Q2,05:18,Shai Gilgeous-Alexander,Substitution out,1518,2,A,CAN,2,1,0.0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,35,37,Q2,05:18,Kelly Olynyk,Substitution out,1518,13,A,CAN,2,1,0.0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_16.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_16--competition_208722,35,37,Q2,05:18,Dyson Daniels,Substitution out,1518,1,B,AUS,2,1,0.0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,35,37,Q2,05:18,Andrew Nembhard,Substitution in,1518,19,A,CAN,2,2,0.0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,35,37,Q2,05:18,Dillon Brooks,Substitution in,1518,24,A,CAN,2,2,0.0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_16.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_16--competition_208722,35,37,Q2,05:18,Josh Green,Substitution in,1518,6,B,AUS,2,2,0.0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,35,37,Q2,05:03,Dwight Powell,turnover; ball handling,1503,7,A,CAN,2,0,15.0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_16.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_16--competition_208722,35,37,Q2,05:03,Patty Mills,steal,1503,5,B,AUS,2,0,0.0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,35,37,Q2,04:52,Luguentz Dort,steal,1492,0,A,CAN,2,0,11.0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_16.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_16--competition_208722,35,37,Q2,04:52,Dante Exum,turnover; bad pass,1492,11,B,AUS,2,0,0.0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,37,37,Q2,04:38,RJ Barrett,2pt floating jump shot made,1478,9,A,CAN,2,0,14.0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,37,37,Q2,04:28,Dwight Powell,steal,1468,7,A,CAN,2,0,10.0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_16.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_16--competition_208722,37,37,Q2,04:28,Patty Mills,turnover; ball handling,1468,5,B,AUS,2,0,0.0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,37,37,Q2,04:20,Dwight Powell,foul drawn,1460,7,A,CAN,2,0,8.0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_16.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_16--competition_208722,37,37,Q2,04:20,Josh Green,personal foul,1460,6,B,AUS,2,0,0.0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,37,37,Q2,04:20,Luguentz Dort,Substitution out,1460,0,A,CAN,2,1,0.0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_16.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_16--competition_208722,37,37,Q2,04:20,Dante Exum,Substitution out,1460,11,B,AUS,2,1,0.0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_34.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_34--competition_208722,37,37,Q2,04:20,Jamal Murray,Substitution in,1460,4,A,CAN,2,2,0.0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1
