,Team,Team_Flag_Src,Score_A,Score_B,Period,Time,Number,Player,Action_Description,Total_Seconds,quarter,time_elapsed,X_0_j_A,X_1_j_A,X_2_j_A,X_3_j_A,X_7_j_A,X_9_j_A,X_13_j_A,X_23_j_A,X_24_j_A,X_2_j_B,X_6_j_B,X_8_j_B,X_9_j_B,X_10_j_B,X_11_j_B,X_14_j_B,X_32_j_B,X_50_j_B,X_99_j_B
399,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,57,55,Q4,4:08,7,Dwight Powell,personal foul; 2 free throws awarded,248.0,4,0.0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1
400,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,57,55,Q4,4:08,7,Dwight Powell,Substitution out,248.0,4,0.0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1
401,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,57,55,Q4,4:08,13,Kelly Olynyk,Substitution in,248.0,4,0.0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1
402,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,57,56,Q4,4:08,2,Yago Santos,1st of 2 free throws made,248.0,4,0.0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1
403,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,57,57,Q4,4:08,2,Yago Santos,2nd of 2 free throws made,248.0,4,0.0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1
404,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,57,57,Q4,3:49,50,Bruno Caboclo,defensive rebound,229.0,4,19.0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1
405,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,57,57,Q4,3:49,2,Shai Gilgeous-Alexander,3pt step back jump shot missed,229.0,4,0.0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1
406,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,57,57,Q4,3:27,11,Gui Santos,3pt jump shot from center missed,207.0,4,22.0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1
407,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,57,57,Q4,3:27,9,RJ  Barrett,defensive rebound,207.0,4,0.0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1
408,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,57,57,Q4,3:18,99,Lucas Dias,personal foul,198.0,4,9.0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1
409,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,57,57,Q4,3:18,2,Shai Gilgeous-Alexander,foul drawn,198.0,4,0.0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1
410,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,59,57,Q4,3:11,2,Shai Gilgeous-Alexander,2pt step back jump shot made,191.0,4,7.0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1
411,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,59,57,Q4,3:10,,,Timeout,190.0,4,1.0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1
412,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,59,57,Q4,3:10,13,Kelly Olynyk,Substitution out,190.0,4,0.0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1
413,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,59,57,Q4,3:10,3,Melvin Ejim,Substitution in,190.0,4,0.0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1
414,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,59,57,Q4,2:52,2,Yago Santos,offensive rebound,172.0,4,18.0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1
415,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,59,57,Q4,2:52,32,Georginho De Paula,3pt step back jump shot missed,172.0,4,0.0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1
416,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,59,59,Q4,2:40,11,Gui Santos,made the assist,160.0,4,12.0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1
417,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,59,59,Q4,2:40,50,Bruno Caboclo,2pt turnaround jump shot made,160.0,4,0.0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1
418,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,59,59,Q4,2:24,99,Lucas Dias,defensive rebound,144.0,4,16.0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1
419,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,59,59,Q4,2:24,9,RJ  Barrett,2pt driving layup missed,144.0,4,0.0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1
420,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,59,59,Q4,2:08,0,Luguentz Dort,personal foul; 2 free throws awarded,128.0,4,16.0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1
421,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,59,59,Q4,2:08,50,Bruno Caboclo,foul drawn,128.0,4,0.0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1
422,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,59,59,Q4,2:08,3,Melvin Ejim,Substitution out,128.0,4,0.0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1
423,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,59,59,Q4,2:08,13,Kelly Olynyk,Substitution in,128.0,4,0.0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1
424,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,59,60,Q4,2:08,50,Bruno Caboclo,2nd of 2 free throws missed,128.0,4,0.0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1
425,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,59,60,Q4,2:08,2,Yago Santos,made the assist,128.0,4,0.0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1
426,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,59,60,Q4,2:08,50,Bruno Caboclo,1st of 2 free throws made,128.0,4,0.0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1
427,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,59,60,Q4,2:08,0,Luguentz Dort,defensive rebound,128.0,4,0.0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1
428,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,59,60,Q4,1:44,13,Kelly Olynyk,2pt driving layup missed,104.0,4,24.0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1
429,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,59,60,Q4,1:44,13,Kelly Olynyk,offensive rebound,104.0,4,0.0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1
430,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,59,60,Q4,1:42,13,Kelly Olynyk,2pt jump shot missed,102.0,4,2.0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1
431,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,59,60,Q4,1:42,,,team offensive rebound,102.0,4,0.0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1
432,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,59,60,Q4,1:42,,,challenge accepted,102.0,4,0.0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1
433,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,59,60,Q4,1:42,,,,102.0,4,0.0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1
434,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,59,60,Q4,1:38,13,Kelly Olynyk,2pt jump shot missed,98.0,4,4.0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1
435,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,59,60,Q4,1:38,9,RJ  Barrett,offensive rebound,98.0,4,0.0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1
436,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,59,60,Q4,1:36,9,RJ  Barrett,2pt jump shot missed,96.0,4,2.0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1
437,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,59,60,Q4,1:36,0,Luguentz Dort,offensive rebound,96.0,4,0.0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1
438,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,59,60,Q4,1:36,0,Luguentz Dort,foul drawn,96.0,4,0.0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1
439,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,59,60,Q4,1:36,0,Luguentz Dort,1st of 2 free throws missed,96.0,4,0.0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1
440,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,59,60,Q4,1:36,99,Lucas Dias,personal foul; 2 free throws awarded,96.0,4,0.0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1
441,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,59,60,Q4,1:36,13,Kelly Olynyk,Substitution out,96.0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,59,60,Q4,1:36,99,Lucas Dias,Substitution out,96.0,4,0.0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0
443,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,59,60,Q4,1:36,3,Melvin Ejim,Substitution in,96.0,4,0.0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0
444,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,59,60,Q4,1:36,10,Tim Soares,Substitution in,96.0,4,0.0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0
445,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,60,60,Q4,1:36,0,Luguentz Dort,2nd of 2 free throws made,96.0,4,0.0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0
446,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,60,62,Q4,1:14,2,Yago Santos,2pt driving layup made,74.0,4,22.0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0
447,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,60,62,Q4,1:03,3,Melvin Ejim,offensive rebound,63.0,4,11.0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0
448,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,60,62,Q4,1:03,2,Shai Gilgeous-Alexander,3pt step back jump shot missed,63.0,4,0.0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0
449,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,60,62,Q4,0:45,,,team turnover; 24 seconds violation,45.0,4,18.0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0
450,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,60,62,Q4,0:45,10,Tim Soares,Substitution out,45.0,4,0.0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
451,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,60,62,Q4,0:45,14,Leonardo Meindl,Substitution in,45.0,4,0.0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1
452,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,60,64,Q4,0:26,2,Yago Santos,2pt driving layup made,26.0,4,19.0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1
453,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,60,64,Q4,0:26,,,Timeout,26.0,4,0.0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1
454,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,60,64,Q4,0:26,50,Bruno Caboclo,Substitution out,26.0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,60,64,Q4,0:26,3,Melvin Ejim,Substitution out,26.0,4,0.0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
456,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,60,64,Q4,0:26,10,Tim Soares,Substitution in,26.0,4,0.0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0
457,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,60,64,Q4,0:26,13,Kelly Olynyk,Substitution in,26.0,4,0.0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0
458,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,60,64,Q4,0:18,32,Georginho De Paula,steal,18.0,4,8.0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0
459,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,60,64,Q4,0:18,0,Luguentz Dort,turnover; bad pass,18.0,4,0.0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0
460,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,60,64,Q4,0:13,13,Kelly Olynyk,personal foul; 2 free throws awarded,13.0,4,5.0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0
461,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,60,64,Q4,0:13,11,Gui Santos,foul drawn,13.0,4,0.0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0
462,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,60,65,Q4,0:13,11,Gui Santos,1st of 2 free throws made,13.0,4,0.0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0
463,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,60,66,Q4,0:13,11,Gui Santos,2nd of 2 free throws made,13.0,4,0.0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0
464,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,60,66,Q4,0:13,2,Yago Santos,Substitution out,13.0,4,0.0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0
465,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,60,66,Q4,0:13,50,Bruno Caboclo,Substitution in,13.0,4,0.0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0
466,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,60,66,Q4,0:10,14,Leonardo Meindl,personal foul; 2 free throws awarded,10.0,4,3.0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0
467,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,60,66,Q4,0:10,24,Dillon Brooks,foul drawn,10.0,4,0.0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0
468,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,60,66,Q4,0:10,14,Leonardo Meindl,Substitution out,10.0,4,0.0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1
469,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,60,66,Q4,0:10,2,Yago Santos,Substitution in,10.0,4,0.0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1
470,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,61,66,Q4,0:10,24,Dillon Brooks,1st of 2 free throws made,10.0,4,0.0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1
471,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,62,66,Q4,0:10,24,Dillon Brooks,2nd of 2 free throws made,10.0,4,0.0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1
472,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,62,66,Q4,0:10,,,Timeout,10.0,4,0.0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1
473,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,62,66,Q4,0:10,13,Kelly Olynyk,Substitution out,10.0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,62,66,Q4,0:10,10,Tim Soares,Substitution out,10.0,4,0.0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0
475,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,62,66,Q4,0:10,3,Melvin Ejim,Substitution in,10.0,4,0.0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0
476,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,62,66,Q4,0:10,8,Vítor Benite,Substitution in,10.0,4,0.0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0
477,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,62,68,Q4,0:08,32,Georginho De Paula,made the assist,8.0,4,2.0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0
478,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,62,68,Q4,0:08,11,Gui Santos,2pt jump shot made,8.0,4,0.0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0
479,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,65,68,Q4,0:01,9,RJ  Barrett,3pt jump shot from center made,1.0,4,7.0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0
480,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,65,68,Q4,0:01,2,Shai Gilgeous-Alexander,made the assist,1.0,4,0.0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0
481,,,52,45,Q4,00:00,,,End of quarter,0.0,4,1.0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0
482,,,52,46,Q4,00:00,,,End of quarter,0.0,4,0.0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0
483,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,65,68,Q4,0:00,,,Timeout,0.0,4,0.0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0
484,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,65,68,Q4,0:00,50,Bruno Caboclo,foul drawn,0.0,4,0.0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0
485,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,65,68,Q4,0:00,50,Bruno Caboclo,1st of 2 free throws missed,0.0,4,0.0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0
486,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,65,68,Q4,0:00,0,Luguentz Dort,personal foul; 2 free throws awarded,0.0,4,0.0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0
487,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,65,68,Q4,0:00,11,Gui Santos,Substitution out,0.0,4,0.0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1
488,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,65,68,Q4,0:00,9,Marcelinho Huertas,Substitution in,0.0,4,0.0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1
489,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,65,69,Q4,0:00,50,Bruno Caboclo,2nd of 2 free throws made,0.0,4,0.0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1
490,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,65,69,Q4,0:00,,,Timeout,0.0,4,0.0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1
491,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,65,69,Q4,0:00,32,Georginho De Paula,Substitution out,0.0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,65,69,Q4,0:00,50,Bruno Caboclo,Substitution out,0.0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,65,69,Q4,0:00,3,Melvin Ejim,Substitution out,0.0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,65,69,Q4,0:00,13,Kelly Olynyk,Substitution in,0.0,4,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
495,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,65,69,Q4,0:00,11,Gui Santos,Substitution in,0.0,4,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
496,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,65,69,Q4,0:00,10,Tim Soares,Substitution in,0.0,4,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
