,Team,Team_Flag_Src,Score_A,Score_B,Period,Time,Number,Player,Action_Description,Total_Seconds,quarter,time_elapsed,X_0_j_A,X_1_j_A,X_2_j_A,X_3_j_A,X_7_j_A,X_9_j_A,X_13_j_A,X_23_j_A,X_24_j_A,X_2_j_B,X_6_j_B,X_8_j_B,X_9_j_B,X_10_j_B,X_11_j_B,X_14_j_B,X_32_j_B,X_50_j_B,X_99_j_B
205,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,37,27,Q2,1:05,2,Shai Gilgeous-Alexander,3pt jump shot from center missed,1265.0,2,0.0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1
206,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,37,27,Q2,0:51,8,Vítor Benite,Substitution out,1251.0,2,14.0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1
207,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,37,27,Q2,0:51,32,Georginho De Paula,Substitution in,1251.0,2,0.0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1
208,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,37,27,Q2,0:41,,,team turnover; 24 seconds violation,1241.0,2,10.0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1
209,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,37,27,Q2,0:41,99,Lucas Dias,Substitution out,1241.0,2,0.0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0
210,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,37,27,Q2,0:41,11,Gui Santos,Substitution in,1241.0,2,0.0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0
211,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,37,27,Q2,0:33,2,Shai Gilgeous-Alexander,turnover,1233.0,2,8.0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0
212,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,37,27,Q2,0:33,2,Shai Gilgeous-Alexander,offensive foul,1233.0,2,0.0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0
213,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,37,27,Q2,0:33,,,Timeout,1233.0,2,0.0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0
214,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,37,27,Q2,0:33,2,Yago Santos,foul drawn,1233.0,2,0.0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0
215,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,37,27,Q2,0:19,2,Yago Santos,3pt jump shot missed,1219.0,2,14.0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0
216,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,37,27,Q2,0:19,13,Kelly Olynyk,defensive rebound,1219.0,2,0.0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0
217,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,37,27,Q2,0:02,9,RJ  Barrett,3pt jump shot missed,1202.0,2,17.0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0
218,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,37,27,Q2,0:02,7,Dwight Powell,offensive rebound,1202.0,2,0.0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0
219,,,13,16,Q2,00:00,,,End of quarter,1200.0,2,2.0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0
220,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,37,27,Q2,0:00,7,Dwight Powell,tip in missed,1200.0,2,0.0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0
221,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,37,27,Q2,0:00,14,Leonardo Meindl,defensive rebound,1200.0,2,0.0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0
222,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,37,27,Q3,10:00,,,jump ball situation; throw-in,1200.0,3,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
223,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,37,27,Q3,9:48,10,Tim Soares,foul drawn,1188.0,3,12.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
224,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,37,27,Q3,9:48,24,Dillon Brooks,personal foul,1188.0,3,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
225,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,37,29,Q3,9:36,32,Georginho De Paula,2pt driving layup made,1176.0,3,12.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
226,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,37,29,Q3,9:20,9,RJ  Barrett,1st of 2 free throws missed,1160.0,3,16.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
227,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,37,29,Q3,9:20,32,Georginho De Paula,personal foul; 2 free throws awarded,1160.0,3,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
228,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,37,29,Q3,9:20,9,RJ  Barrett,foul drawn,1160.0,3,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
229,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,38,29,Q3,9:20,9,RJ  Barrett,2nd of 2 free throws made,1160.0,3,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
230,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,38,29,Q3,9:20,13,Kelly Olynyk,made the assist,1160.0,3,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
231,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,38,29,Q3,9:02,7,Dwight Powell,personal foul; 2 free throws awarded,1142.0,3,18.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
232,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,38,29,Q3,9:02,50,Bruno Caboclo,foul drawn,1142.0,3,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
233,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,38,30,Q3,9:02,2,Yago Santos,made the assist,1142.0,3,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
234,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,38,30,Q3,9:02,50,Bruno Caboclo,1st of 2 free throws made,1142.0,3,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
235,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,38,31,Q3,9:02,50,Bruno Caboclo,2nd of 2 free throws made,1142.0,3,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
236,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,38,31,Q3,8:45,50,Bruno Caboclo,defensive rebound,1125.0,3,17.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
237,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,38,31,Q3,8:45,2,Shai Gilgeous-Alexander,3pt jump shot missed,1125.0,3,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
238,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,38,31,Q3,8:26,14,Leonardo Meindl,layup missed,1106.0,3,19.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
239,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,38,31,Q3,8:26,7,Dwight Powell,defensive rebound,1106.0,3,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
240,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,38,31,Q3,8:19,2,Yago Santos,defensive rebound,1099.0,3,7.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
241,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,38,31,Q3,8:19,9,RJ  Barrett,3pt jump shot from center missed,1099.0,3,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
242,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,38,31,Q3,8:05,2,Yago Santos,2pt floating jump shot missed,1085.0,3,14.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
243,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,38,31,Q3,8:05,2,Shai Gilgeous-Alexander,defensive rebound,1085.0,3,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
244,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,38,31,Q3,7:56,,,team defensive rebound,1076.0,3,9.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
245,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,38,31,Q3,7:56,24,Dillon Brooks,2pt driving layup missed,1076.0,3,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
246,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,38,31,Q3,7:36,2,Yago Santos,3pt pullup jump shot missed,1056.0,3,20.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
247,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,38,31,Q3,7:36,24,Dillon Brooks,defensive rebound,1056.0,3,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
248,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,38,31,Q3,7:29,13,Kelly Olynyk,layup missed,1049.0,3,7.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
249,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,38,31,Q3,7:29,2,Shai Gilgeous-Alexander,offensive rebound,1049.0,3,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
250,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,40,31,Q3,7:23,2,Shai Gilgeous-Alexander,dunk made,1043.0,3,6.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
251,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,40,34,Q3,7:17,10,Tim Soares,3pt jump shot from center made,1037.0,3,6.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
252,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,40,34,Q3,7:17,2,Yago Santos,made the assist,1037.0,3,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
253,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,34,Q3,7:08,2,Shai Gilgeous-Alexander,2pt pullup jump shot made,1028.0,3,9.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
254,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,34,Q3,6:45,50,Bruno Caboclo,offensive rebound,1005.0,3,23.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
255,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,34,Q3,6:45,2,Yago Santos,3pt jump shot missed,1005.0,3,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
256,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,34,Q3,6:38,32,Georginho De Paula,3pt jump shot missed,998.0,3,7.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
257,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,34,Q3,6:38,32,Georginho De Paula,offensive rebound,998.0,3,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
258,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,36,Q3,6:34,32,Georginho De Paula,layup made,994.0,3,4.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
259,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,36,Q3,6:28,50,Bruno Caboclo,defensive rebound,988.0,3,6.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
260,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,36,Q3,6:28,24,Dillon Brooks,3pt jump shot missed,988.0,3,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
261,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,36,Q3,6:10,14,Leonardo Meindl,3pt jump shot from center missed,970.0,3,18.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
262,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,36,Q3,6:10,,,team offensive rebound,970.0,3,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
263,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,36,Q3,6:10,50,Bruno Caboclo,foul drawn,970.0,3,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
264,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,36,Q3,6:10,7,Dwight Powell,personal foul,970.0,3,0.0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
265,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,36,Q3,6:10,2,Yago Santos,Substitution out,970.0,3,0.0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0
266,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,36,Q3,6:10,9,Marcelinho Huertas,Substitution in,970.0,3,0.0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0
267,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,36,Q3,6:08,13,Kelly Olynyk,defensive rebound,968.0,3,2.0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0
268,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,36,Q3,6:08,50,Bruno Caboclo,3pt jump shot missed,968.0,3,0.0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0
269,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,36,Q3,5:48,32,Georginho De Paula,defensive rebound,948.0,3,20.0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0
270,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,36,Q3,5:48,2,Shai Gilgeous-Alexander,3pt step back jump shot missed,948.0,3,0.0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0
271,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,36,Q3,5:37,24,Dillon Brooks,personal foul,937.0,3,11.0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0
272,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,36,Q3,5:37,14,Leonardo Meindl,foul drawn,937.0,3,0.0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0
273,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,36,Q3,5:30,24,Dillon Brooks,Substitution out,930.0,3,7.0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1
274,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,36,Q3,5:30,14,Leonardo Meindl,Substitution out,930.0,3,0.0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1
275,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,36,Q3,5:30,1,Nickeil Alexander-Walker,Substitution in,930.0,3,0.0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1
276,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,36,Q3,5:30,11,Gui Santos,Substitution in,930.0,3,0.0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1
277,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,36,Q3,5:24,11,Gui Santos,3pt jump shot missed,924.0,3,6.0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1
278,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,36,Q3,5:24,2,Shai Gilgeous-Alexander,defensive rebound,924.0,3,0.0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1
279,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,36,Q3,5:09,1,Nickeil Alexander-Walker,3pt jump shot missed,909.0,3,15.0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1
280,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,36,Q3,5:09,10,Tim Soares,defensive rebound,909.0,3,0.0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1
281,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,36,Q3,4:44,32,Georginho De Paula,2pt driving layup missed,884.0,3,25.0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1
282,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,36,Q3,4:44,13,Kelly Olynyk,defensive rebound,884.0,3,0.0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1
283,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,36,Q3,4:37,50,Bruno Caboclo,defensive rebound,877.0,3,7.0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1
284,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,36,Q3,4:37,1,Nickeil Alexander-Walker,3pt jump shot missed,877.0,3,0.0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1
285,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,36,Q3,4:13,1,Nickeil Alexander-Walker,steal,853.0,3,24.0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1
286,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,36,Q3,4:13,11,Gui Santos,turnover; ball handling,853.0,3,0.0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1
287,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,36,Q3,4:05,50,Bruno Caboclo,steal,845.0,3,8.0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1
288,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,36,Q3,4:05,13,Kelly Olynyk,turnover; bad pass,845.0,3,0.0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1
289,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,36,Q3,3:53,32,Georginho De Paula,foul drawn,833.0,3,12.0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1
290,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,36,Q3,3:53,1,Nickeil Alexander-Walker,personal foul; 2 free throws awarded,833.0,3,0.0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1
291,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,36,Q3,3:53,10,Tim Soares,Substitution out,833.0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,36,Q3,3:53,13,Kelly Olynyk,Substitution out,833.0,3,0.0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0
293,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,36,Q3,3:53,99,Lucas Dias,Substitution in,833.0,3,0.0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1
294,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,36,Q3,3:53,0,Luguentz Dort,Substitution in,833.0,3,0.0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1
295,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,37,Q3,3:53,32,Georginho De Paula,1st of 2 free throws made,833.0,3,0.0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1
296,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,38,Q3,3:53,32,Georginho De Paula,2nd of 2 free throws made,833.0,3,0.0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1
297,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,44,38,Q3,3:30,0,Luguentz Dort,2pt pullup jump shot made,810.0,3,23.0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1
298,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,44,38,Q3,3:03,32,Georginho De Paula,3pt jump shot missed,783.0,3,27.0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1
299,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,44,38,Q3,3:00,,,team defensive rebound,780.0,3,3.0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1
300,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,47,38,Q3,2:46,9,RJ  Barrett,made the assist,766.0,3,14.0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1
301,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,47,38,Q3,2:46,0,Luguentz Dort,3pt jump shot from center made,766.0,3,0.0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1
