Team,Team_Flag_Src,Score_A,Score_B,Period,Time,Number,Player,Action_Description,Total_Seconds,quarter,time_elapsed,X_4_j_A,X_5_j_A,X_6_j_A,X_9_j_A,X_10_j_A,X_11_j_A,X_12_j_A,X_14_j_A,X_15_j_A,X_0_j_B,X_1_j_B,X_2_j_B,X_3_j_B,X_7_j_B,X_9_j_B,X_13_j_B,X_15_j_B,X_23_j_B,X_24_j_B
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,0,0,Q1,10:00,7,Dwight Powell,jump ball won,2700.0,1,,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,0,0,Q1,10:00,14,Walker Kessler,jump ball lost,2700.0,1,0.0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,0,2,Q1,9:37,24,Dillon Brooks,2pt hook shot made,2677.0,1,23.0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,0,2,Q1,9:15,14,Walker Kessler,offensive rebound,2655.0,1,22.0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,0,2,Q1,9:15,10,Anthony Edwards,2pt driving layup missed,2655.0,1,0.0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,0,2,Q1,9:14,14,Walker Kessler,foul drawn,2654.0,1,1.0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,0,2,Q1,9:14,24,Dillon Brooks,personal foul,2654.0,1,0.0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,0,2,Q1,9:14,5,Mikal Bridges,Substitution out,2654.0,1,0.0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,0,2,Q1,9:14,15,Austin Reaves,Substitution in,2654.0,1,0.0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,0,2,Q1,9:06,11,Jalen Brunson,2pt floating jump shot missed,2646.0,1,8.0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,0,2,Q1,9:06,14,Walker Kessler,offensive rebound,2646.0,1,0.0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,0,2,Q1,9:01,14,Walker Kessler,turnover; ball handling,2641.0,1,5.0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,0,2,Q1,9:01,7,Dwight Powell,steal,2641.0,1,0.0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,0,5,Q1,8:54,2,Shai Gilgeous-Alexander,made the assist,2634.0,1,7.0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,0,5,Q1,8:54,24,Dillon Brooks,3pt jump shot made,2634.0,1,0.0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,0,5,Q1,8:41,12,Josh Hart,offensive foul,2621.0,1,13.0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,0,5,Q1,8:41,12,Josh Hart,turnover,2621.0,1,0.0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,0,5,Q1,8:41,0,Luguentz Dort,foul drawn,2621.0,1,0.0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,0,8,Q1,8:26,2,Shai Gilgeous-Alexander,made the assist,2606.0,1,15.0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,0,8,Q1,8:26,0,Luguentz Dort,3pt jump shot made,2606.0,1,0.0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,2,8,Q1,8:07,15,Austin Reaves,layup made,2587.0,1,19.0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,2,8,Q1,7:58,14,Walker Kessler,defensive rebound,2578.0,1,9.0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,2,8,Q1,7:58,0,Luguentz Dort,3pt jump shot missed,2578.0,1,0.0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,4,8,Q1,7:45,11,Jalen Brunson,made the assist,2565.0,1,13.0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,4,8,Q1,7:45,14,Walker Kessler,dunk made,2565.0,1,0.0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,4,8,Q1,7:22,14,Walker Kessler,blocked the shot,2542.0,1,23.0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,4,8,Q1,7:22,7,Dwight Powell,layup blocked,2542.0,1,0.0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,4,8,Q1,7:22,10,Anthony Edwards,defensive rebound,2542.0,1,0.0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,4,8,Q1,7:16,9,RJ Barrett,defensive rebound,2536.0,1,6.0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,4,8,Q1,7:16,10,Anthony Edwards,3pt pullup jump shot missed,2536.0,1,0.0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,4,8,Q1,7:08,10,Anthony Edwards,personal foul; 2 free throws awarded,2528.0,1,8.0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,4,8,Q1,7:08,9,RJ Barrett,foul drawn,2528.0,1,0.0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,4,8,Q1,7:08,9,RJ Barrett,1st of 2 free throws missed,2528.0,1,0.0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,4,9,Q1,7:08,9,RJ Barrett,2nd of 2 free throws made,2528.0,1,0.0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,4,9,Q1,7:08,15,Austin Reaves,Substitution out,2528.0,1,0.0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,4,9,Q1,7:08,5,Mikal Bridges,Substitution in,2528.0,1,0.0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,4,9,Q1,7:00,5,Mikal Bridges,3pt jump shot missed,2520.0,1,8.0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,4,9,Q1,7:00,0,Luguentz Dort,defensive rebound,2520.0,1,0.0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,4,9,Q1,6:52,24,Dillon Brooks,turnover; bad pass,2512.0,1,8.0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,4,9,Q1,6:52,5,Mikal Bridges,steal,2512.0,1,0.0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,6,9,Q1,6:48,12,Josh Hart,2pt driving layup made,2508.0,1,4.0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,6,9,Q1,6:48,5,Mikal Bridges,made the assist,2508.0,1,0.0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,6,12,Q1,6:33,24,Dillon Brooks,3pt jump shot made,2493.0,1,15.0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,6,12,Q1,6:33,2,Shai Gilgeous-Alexander,made the assist,2493.0,1,0.0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,6,12,Q1,6:23,9,RJ Barrett,personal foul; 2 free throws awarded,2483.0,1,10.0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,6,12,Q1,6:23,11,Jalen Brunson,foul drawn,2483.0,1,0.0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,7,12,Q1,6:23,11,Jalen Brunson,1st of 2 free throws made,2483.0,1,0.0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,7,12,Q1,6:23,12,Josh Hart,Substitution out,2483.0,1,0.0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,7,12,Q1,6:23,15,Austin Reaves,Substitution in,2483.0,1,0.0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,8,12,Q1,6:23,11,Jalen Brunson,2nd of 2 free throws made,2483.0,1,0.0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,8,12,Q1,6:10,7,Dwight Powell,offensive rebound,2470.0,1,13.0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,8,12,Q1,6:10,2,Shai Gilgeous-Alexander,2pt driving layup missed,2470.0,1,0.0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,8,14,Q1,6:02,0,Luguentz Dort,made the assist,2462.0,1,8.0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,8,14,Q1,6:02,7,Dwight Powell,dunk made,2462.0,1,0.0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,8,14,Q1,5:51,7,Dwight Powell,steal,2451.0,1,11.0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,8,14,Q1,5:51,11,Jalen Brunson,turnover; ball handling,2451.0,1,0.0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,8,16,Q1,5:47,0,Luguentz Dort,2pt driving layup made,2447.0,1,4.0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,8,16,Q1,5:47,2,Shai Gilgeous-Alexander,made the assist,2447.0,1,0.0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,11,16,Q1,5:34,15,Austin Reaves,3pt pullup jump shot made,2434.0,1,13.0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,11,18,Q1,5:18,2,Shai Gilgeous-Alexander,2pt driving layup made,2418.0,1,16.0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,11,18,Q1,5:18,24,Dillon Brooks,made the assist,2418.0,1,0.0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,11,18,Q1,5:09,24,Dillon Brooks,defensive rebound,2409.0,1,9.0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,11,18,Q1,5:09,5,Mikal Bridges,2pt pullup jump shot missed,2409.0,1,0.0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,11,18,Q1,5:00,0,Luguentz Dort,3pt jump shot missed,2400.0,1,9.0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,11,18,Q1,5:00,5,Mikal Bridges,defensive rebound,2400.0,1,0.0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,18,Q1,4:50,11,Jalen Brunson,2pt floating jump shot made,2390.0,1,10.0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,20,Q1,4:30,9,RJ Barrett,2pt step back jump shot made,2370.0,1,20.0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,20,Q1,4:17,7,Dwight Powell,defensive rebound,2357.0,1,13.0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,20,Q1,4:17,10,Anthony Edwards,2pt floating jump shot missed,2357.0,1,0.0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,20,Q1,4:06,2,Shai Gilgeous-Alexander,3pt jump shot missed,2346.0,1,11.0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,20,Q1,4:06,15,Austin Reaves,defensive rebound,2346.0,1,0.0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,20,Q1,4:02,7,Dwight Powell,steal,2342.0,1,4.0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,20,Q1,4:02,15,Austin Reaves,turnover; ball handling,2342.0,1,0.0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,23,Q1,3:57,0,Luguentz Dort,3pt jump shot made,2337.0,1,5.0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,23,Q1,3:57,24,Dillon Brooks,made the assist,2337.0,1,0.0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,23,Q1,3:55,14,Walker Kessler,Substitution out,2335.0,1,2.0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,23,Q1,3:55,7,Dwight Powell,Substitution out,2335.0,1,0.0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,23,Q1,3:55,2,Shai Gilgeous-Alexander,Substitution out,2335.0,1,0.0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,23,Q1,3:55,11,Jalen Brunson,Substitution out,2335.0,1,0.0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,23,Q1,3:55,9,Bobby Portis Jr,Substitution in,2335.0,1,0.0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,23,Q1,3:55,4,Tyrese Haliburton,Substitution in,2335.0,1,0.0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,23,Q1,3:55,13,Kelly Olynyk,Substitution in,2335.0,1,0.0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,23,Q1,3:55,1,Nickeil Alexander-Walker,Substitution in,2335.0,1,0.0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,15,23,Q1,3:40,10,Anthony Edwards,2pt pullup jump shot made,2320.0,1,15.0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,15,25,Q1,3:22,13,Kelly Olynyk,made the assist,2302.0,1,18.0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,15,25,Q1,3:22,9,RJ Barrett,2pt driving layup made,2302.0,1,0.0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,15,25,Q1,3:10,9,Bobby Portis Jr,offensive rebound,2290.0,1,12.0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,15,25,Q1,3:10,9,Bobby Portis Jr,layup blocked,2290.0,1,0.0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,15,25,Q1,3:10,13,Kelly Olynyk,blocked the shot,2290.0,1,0.0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,17,25,Q1,3:04,9,Bobby Portis Jr,2pt hook shot made,2284.0,1,6.0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,17,25,Q1,2:48,0,Luguentz Dort,offensive rebound,2268.0,1,16.0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,17,25,Q1,2:48,1,Nickeil Alexander-Walker,3pt pullup jump shot missed,2268.0,1,0.0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,17,28,Q1,2:43,9,RJ Barrett,3pt jump shot made,2263.0,1,5.0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,17,28,Q1,2:43,0,Luguentz Dort,made the assist,2263.0,1,0.0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,17,28,Q1,2:33,0,Luguentz Dort,personal foul; 2 free throws awarded,2253.0,1,10.0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,17,28,Q1,2:33,10,Anthony Edwards,foul drawn,2253.0,1,0.0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,17,28,Q1,2:33,9,RJ Barrett,Substitution out,2253.0,1,0.0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,17,28,Q1,2:33,0,Luguentz Dort,Substitution out,2253.0,1,0.0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1
