Team_Flag_Src,Score_A,Score_B,Period,Time,Player,Action_Description,Total_Seconds,Number,Team_side,Team,quarter,subst_flag,time_elapsed,X_1_j_A,X_5_j_A,X_6_j_A,X_7_j_A,X_8_j_A,X_10_j_A,X_12_j_A,X_26_j_A,X_27_j_A,X_32_j_A,X_85_j_A,X_99_j_A,X_2_j_B,X_6_j_B,X_7_j_B,X_8_j_B,X_9_j_B,X_11_j_B,X_14_j_B,X_32_j_B,X_45_j_B,X_51_j_B,X_99_j_B,game_code,X_2_j_A,X_4_j_A,X_18_j_A,X_24_j_A,X_30_j_A,X_34_j_A,X_91_j_A,X_1_j_B,X_5_j_B,X_10_j_B,X_12_j_B,X_26_j_B,X_27_j_B,X_85_j_B,X_0_j_B,X_13_j_B,X_17_j_B,X_42_j_B
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_59.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_59--competition_208722,4,7,Q1,07:18,Evan Fournier,2pt jump shot from center missed,2238,10.0,A,FRA,1,0,17.0,0.0,1,0,0.0,0,1.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,1,0.0,1.0,1.0,117647,,,,,,,,,,,,,,,,,,
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_27.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_27--competition_208722,4,7,Q1,07:18,Georginho De Paula,defensive rebound,2238,32.0,B,BRA,1,0,0.0,0.0,1,0,0.0,0,1.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,1,0.0,1.0,1.0,117647,,,,,,,,,,,,,,,,,,
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_27.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_27--competition_208722,4,10,Q1,06:57,Leo Meindl,3pt jump shot made,2217,14.0,B,BRA,1,0,21.0,0.0,1,0,0.0,0,1.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,1,0.0,1.0,1.0,117647,,,,,,,,,,,,,,,,,,
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_27.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_27--competition_208722,4,10,Q1,06:57,Marcelinho Huertas,made the assist,2217,9.0,B,BRA,1,0,0.0,0.0,1,0,0.0,0,1.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,1,0.0,1.0,1.0,117647,,,,,,,,,,,,,,,,,,
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_59.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_59--competition_208722,4,10,Q1,06:38,Rudy Gobert,foul drawn,2198,27.0,A,FRA,1,0,19.0,0.0,1,0,0.0,0,1.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,1,0.0,1.0,1.0,117647,,,,,,,,,,,,,,,,,,
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_27.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_27--competition_208722,4,10,Q1,06:38,Lucas Dias,personal foul,2198,99.0,B,BRA,1,0,0.0,0.0,1,0,0.0,0,1.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,1,0.0,1.0,1.0,117647,,,,,,,,,,,,,,,,,,
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_59.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_59--competition_208722,4,10,Q1,06:32,Victor Wembanyama,foul drawn,2192,32.0,A,FRA,1,0,6.0,0.0,1,0,0.0,0,1.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,1,0.0,1.0,1.0,117647,,,,,,,,,,,,,,,,,,
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_27.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_27--competition_208722,4,10,Q1,06:32,Lucas Dias,personal foul; 2 free throws awarded,2192,99.0,B,BRA,1,0,0.0,0.0,1,0,0.0,0,1.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,1,0.0,1.0,1.0,117647,,,,,,,,,,,,,,,,,,
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_27.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_27--competition_208722,4,10,Q1,06:32,Lucas Dias,Substitution out,2192,99.0,B,BRA,1,1,0.0,0.0,1,0,0.0,0,1.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,1,0.0,1.0,1.0,117647,,,,,,,,,,,,,,,,,,
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_27.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_27--competition_208722,4,10,Q1,06:32,Joao Cardoso,Substitution in,2192,45.0,B,BRA,1,2,0.0,0.0,1,0,0.0,0,1.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,1,1.0,1.0,0.0,117647,,,,,,,,,,,,,,,,,,
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_59.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_59--competition_208722,5,10,Q1,06:32,Victor Wembanyama,1st of 2 free throws made,2192,32.0,A,FRA,1,0,0.0,0.0,1,0,0.0,0,1.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,1,1.0,1.0,0.0,117647,,,,,,,,,,,,,,,,,,
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_59.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_59--competition_208722,5,10,Q1,06:32,Victor Wembanyama,2nd of 2 free throws missed,2192,32.0,A,FRA,1,0,0.0,0.0,1,0,0.0,0,1.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,1,1.0,1.0,0.0,117647,,,,,,,,,,,,,,,,,,
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_59.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_59--competition_208722,5,10,Q1,06:32,Matthew Strazel,made the assist,2192,85.0,A,FRA,1,0,0.0,0.0,1,0,0.0,0,1.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,1,1.0,1.0,0.0,117647,,,,,,,,,,,,,,,,,,
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_27.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_27--competition_208722,5,10,Q1,06:32,Joao Cardoso,defensive rebound,2192,45.0,B,BRA,1,0,0.0,0.0,1,0,0.0,0,1.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,1,1.0,1.0,0.0,117647,,,,,,,,,,,,,,,,,,
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_59.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_59--competition_208722,5,10,Q1,06:12,Rudy Gobert,defensive rebound,2172,27.0,A,FRA,1,0,20.0,0.0,1,0,0.0,0,1.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,1,1.0,1.0,0.0,117647,,,,,,,,,,,,,,,,,,
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_27.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_27--competition_208722,5,10,Q1,06:12,Georginho De Paula,3pt jump shot missed,2172,32.0,B,BRA,1,0,0.0,0.0,1,0,0.0,0,1.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,1,1.0,1.0,0.0,117647,,,,,,,,,,,,,,,,,,
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_59.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_59--competition_208722,5,10,Q1,05:58,Evan Fournier,turnover; bad pass,2158,10.0,A,FRA,1,0,14.0,0.0,1,0,0.0,0,1.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,1,1.0,1.0,0.0,117647,,,,,,,,,,,,,,,,,,
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_27.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_27--competition_208722,5,10,Q1,05:58,Joao Cardoso,steal,2158,45.0,B,BRA,1,0,0.0,0.0,1,0,0.0,0,1.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,1,1.0,1.0,0.0,117647,,,,,,,,,,,,,,,,,,
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_59.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_59--competition_208722,5,12,Q1,05:53,,team defensive rebound,2153,,,,1,0,5.0,0.0,1,0,0.0,0,1.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,1,1.0,1.0,0.0,117647,,,,,,,,,,,,,,,,,,
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_59.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_59--competition_208722,5,12,Q1,05:53,Rudy Gobert,personal foul; 1 free throw awarded,2153,27.0,A,FRA,1,0,0.0,0.0,1,0,0.0,0,1.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,1,1.0,1.0,0.0,117647,,,,,,,,,,,,,,,,,,
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_27.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_27--competition_208722,5,12,Q1,05:53,Joao Cardoso,dunk made,2153,45.0,B,BRA,1,0,0.0,0.0,1,0,0.0,0,1.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,1,1.0,1.0,0.0,117647,,,,,,,,,,,,,,,,,,
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_27.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_27--competition_208722,5,12,Q1,05:53,Leo Meindl,made the assist,2153,14.0,B,BRA,1,0,0.0,0.0,1,0,0.0,0,1.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,1,1.0,1.0,0.0,117647,,,,,,,,,,,,,,,,,,
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_27.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_27--competition_208722,5,12,Q1,05:53,Joao Cardoso,foul drawn,2153,45.0,B,BRA,1,0,0.0,0.0,1,0,0.0,0,1.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,1,1.0,1.0,0.0,117647,,,,,,,,,,,,,,,,,,
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_27.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_27--competition_208722,5,12,Q1,05:53,Joao Cardoso,1st free throw missed,2153,45.0,B,BRA,1,0,0.0,0.0,1,0,0.0,0,1.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,1,1.0,1.0,0.0,117647,,,,,,,,,,,,,,,,,,
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_59.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_59--competition_208722,5,12,Q1,05:35,Matthew Strazel,2pt pullup jump shot missed,2135,85.0,A,FRA,1,0,18.0,0.0,1,0,0.0,0,1.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,1,1.0,1.0,0.0,117647,,,,,,,,,,,,,,,,,,
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_27.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_27--competition_208722,5,12,Q1,05:34,,team defensive rebound,2134,,,,1,0,1.0,0.0,1,0,0.0,0,1.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,1,1.0,1.0,0.0,117647,,,,,,,,,,,,,,,,,,
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_59.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_59--competition_208722,5,12,Q1,05:34,Rudy Gobert,personal foul,2134,27.0,A,FRA,1,0,0.0,0.0,1,0,0.0,0,1.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,1,1.0,1.0,0.0,117647,,,,,,,,,,,,,,,,,,
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_27.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_27--competition_208722,5,12,Q1,05:34,Bruno Caboclo,foul drawn,2134,51.0,B,BRA,1,0,0.0,0.0,1,0,0.0,0,1.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,1,1.0,1.0,0.0,117647,,,,,,,,,,,,,,,,,,
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_59.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_59--competition_208722,5,12,Q1,05:34,Matthew Strazel,Substitution out,2134,85.0,A,FRA,1,1,0.0,0.0,1,0,0.0,0,1.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,1,1.0,1.0,0.0,117647,,,,,,,,,,,,,,,,,,
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_59.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_59--competition_208722,5,12,Q1,05:34,Rudy Gobert,Substitution out,2134,27.0,A,FRA,1,1,0.0,0.0,1,0,0.0,0,1.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,1,1.0,1.0,0.0,117647,,,,,,,,,,,,,,,,,,
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_59.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_59--competition_208722,5,12,Q1,05:34,Guerschon Yabusele,Substitution in,2134,7.0,A,FRA,1,2,0.0,0.0,1,0,1.0,0,1.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,1,1.0,1.0,0.0,117647,,,,,,,,,,,,,,,,,,
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_59.webp/w_64/f_auto/q_auto/.logoflag--light--organisation_59--competition_208722,5,12,Q1,05:34,Frank Ntilikina,Substitution in,2134,1.0,A,FRA,1,2,0.0,1.0,1,0,1.0,0,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,1,1.0,1.0,0.0,117647,,,,,,,,,,,,,,,,,,
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_27.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_27--competition_208722,5,12,Q1,05:13,Bruno Caboclo,dunk missed,2113,51.0,B,BRA,1,0,21.0,1.0,1,0,1.0,0,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,1,1.0,1.0,0.0,117647,,,,,,,,,,,,,,,,,,
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_27.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_27--competition_208722,5,12,Q1,05:13,Leo Meindl,offensive rebound,2113,14.0,B,BRA,1,0,0.0,1.0,1,0,1.0,0,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,1,1.0,1.0,0.0,117647,,,,,,,,,,,,,,,,,,
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_59.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_59--competition_208722,5,12,Q1,05:04,Frank Ntilikina,foul drawn,2104,1.0,A,FRA,1,0,9.0,1.0,1,0,1.0,0,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,1,1.0,1.0,0.0,117647,,,,,,,,,,,,,,,,,,
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_27.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_27--competition_208722,5,12,Q1,05:04,Leo Meindl,offensive foul,2104,14.0,B,BRA,1,0,0.0,1.0,1,0,1.0,0,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,1,1.0,1.0,0.0,117647,,,,,,,,,,,,,,,,,,
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_27.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_27--competition_208722,5,12,Q1,05:04,Leo Meindl,turnover,2104,14.0,B,BRA,1,0,0.0,1.0,1,0,1.0,0,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,1,1.0,1.0,0.0,117647,,,,,,,,,,,,,,,,,,
https://assets.fiba.basketball/image/upload/d_.logoflag--light--organisation_59.webp/w_40/f_auto/q_auto/.logoflag--light--organisation_59--competition_208722,5,12,Q1,04:47,Nicolas Batum,3pt jump shot missed,2087,5.0,A,FRA,1,0,17.0,1.0,1,0,1.0,0,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,1,1.0,1.0,0.0,117647,,,,,,,,,,,,,,,,,,
